parameter_type,parameter_type_text_short,parameter_type_text_long,parameter_category
2232,Gobo_Reverse_2,Gobo_Reverse_2,4
2233,Strobe_Rate_19,Strobe_Rate_19,5
2234,Strobe_Rate_20,Strobe_Rate_20,5
2235,Strobe_Rate_21,Strobe_Rate_21,5
2236,Strobe_Rate_22,Strobe_Rate_22,5
2237,Strobe_Rate_23,Strobe_Rate_23,5
2238,Strobe_Rate_24,Strobe_Rate_24,5
2239,Strobe_Rate_25,Strobe_Rate_25,5
2240,Strobe_Rate_26,Strobe_Rate_26,5
2241,Strobe_Rate_27,Strobe_Rate_27,5
2242,Strobe_Rate_28,Strobe_Rate_28,5
2243,Strobe_Rate_29,Strobe_Rate_29,5
2244,Strobe_Rate_30,Strobe_Rate_30,5
2245,Strobe_Rate_31,Strobe_Rate_31,5
2246,Strobe_Rate_32,Strobe_Rate_32,5
2247,Strobe_Rate_33,Strobe_Rate_33,5
2248,Strobe_Rate_34,Strobe_Rate_34,5
2249,Strobe_Rate_35,Strobe_Rate_35,5
2250,Strobe_Rate_36,Strobe_Rate_36,5
2251,Strobe_Rate_37,Strobe_Rate_37,5
2252,Strobe_Rate_38,Strobe_Rate_38,5
2253,Strobe_Rate_39,Strobe_Rate_39,5
2254,Strobe_Rate_40,Strobe_Rate_40,5
2255,Unassigned,Unassigned,5
2256,Cooling_Fan_3,Cooling_Fan_3,3
2257,Cooling_Fan_4,Cooling_Fan_4,3
2258,Cooling_Fan_5,Cooling_Fan_5,3
2259,Cooling_Fan_6,Cooling_Fan_6,3
2260,Cooling_Fan_7,Cooling_Fan_7,3
2261,Cooling_Fan_8,Cooling_Fan_8,3
2262,Cooling_Fan_9,Cooling_Fan_9,3
2263,Indigo_Highlighter_2,Indigo_Highlighter_2,3
2264,Roll_Mode,Roll_Mode,2
2265,Parabolic_Mirror_Offset,Parabolic_Mirror_Offset,5
2266,Tilt_Reset,Tilt_Reset,7
2267,Tilt_Reset_2,Tilt_Reset_2,7
2268,Tilt_Reset_3,Tilt_Reset_3,7
2269,Tilt_Reset_4,Tilt_Reset_4,7
2270,Tilt_Reset_5,Tilt_Reset_5,7
2271,Prime,Prime,5
2272,Lime_Main_4,Lime_Main_4,3
2273,Lime_Main_5,Lime_Main_5,3
2274,Lime_Main_6,Lime_Main_6,3
2275,Pixel_Mapping_Invert_Y,Pixel_Mapping_Invert_Y,4
2276,Effect_Reset_3,Effect_Reset_3,7
2277,Effect_Reset_4,Effect_Reset_4,7
2278,Iris_Mode,Iris_Mode,5
2279,Fog_Mode,Fog_Mode,5
2280,Lt_Cyan,Lt_Cyan,3
2281,Lt_Magenta,Lt_Magenta,3
2282,Lt_Yellow,Lt_Yellow,3
2283,White_Main_7,White_Main_7,3
2284,White_Main_8,White_Main_8,3
