parameter_type,parameter_type_text_short,parameter_type_text_long,parameter_category
53604,Color_Temperature_Mode_32,Color_Temperature_Mode_32,3
53605,Color_Temperature_Mode_33,Color_Temperature_Mode_33,3
53606,Color_Temperature_Mode_34,Color_Temperature_Mode_34,3
53607,Color_Temperature_Mode_35,Color_Temperature_Mode_35,3
53608,Color_Temperature_Mode_36,Color_Temperature_Mode_36,3
53609,Color_Temperature_Mode_37,Color_Temperature_Mode_37,3
53698,Pixel_Mask_Effect_Start,Pixel_Mask_Effect_Start,4
53721,Color_Effect_Parameter_White,Color_Effect_Parameter_White,3
53924,Intensity_Macros_3,Intensity_Macros_3,1
53926,Pixel_Mask_3,Pixel_Mask_3,4
53927,Pixel_Mask_4,Pixel_Mask_4,4
53928,Pixel_Mask_5,Pixel_Mask_5,4
53929,Pixel_Mask_6,Pixel_Mask_6,4
53930,Pixel_Mask_7,Pixel_Mask_7,4
53931,Pixel_Mask_8,Pixel_Mask_8,4
53932,Pixel_Mask_9,Pixel_Mask_9,4
53933,Strobe_Intensity_2,Strobe_Intensity_2,1
53934,Strobe_Color_Red_2,Strobe_Color_Red_2,3
53935,Strobe_Color_Green_2,Strobe_Color_Green_2,3
53936,Strobe_Color_Blue_2,Strobe_Color_Blue_2,3
53937,Strobe_Mode_3,Strobe_Mode_3,5
54253,Effect_Macro_Time_2,Effect_Macro_Time_2,4
54309,Deep_Blue,Deep_Blue,3
54616,Foreground_Red_2,Foreground_Red_2,3
54617,Foreground_Green_2,Foreground_Green_2,3
54618,Foreground_Blue_2,Foreground_Blue_2,3
54619,Background_Red_2,Background_Red_2,3
54620,Background_Green_2,Background_Green_2,3
54621,Background_Blue_2,Background_Blue_2,3
54622,Effect_Start_Offset_2,Effect_Start_Offset_2,5
54623,Strobe_Start,Strobe_Start,5
54943,Pixel_Mask_Mode,Pixel_Mask_Mode,4
54953,Disable_Enable,Disable_Enable,7
55259,Color_Mix_Position_12,Color_Mix_Position_12,3
55327,CRI,CRI,3
55406,Beam_Macro_Index_Rotate,Beam_Macro_Index_Rotate,4
55579,Edge_Adjust_2,Edge_Adjust_2,5
55581,Color&Shutter_MSpeed,Color&Shutter_MSpeed,3
55637,Color_Wheel_Offset_Amplitude,Color_Wheel_Offset_Amplitude,3
55791,Red_Main_30,Red_Main_30,3
55792,Green_Main_30,Green_Main_30,3
55793,Blue_Main_30,Blue_Main_30,3
55794,Red_Main_31,Red_Main_31,3
55795,Green_Main_31,Green_Main_31,3
55796,Blue_Main_31,Blue_Main_31,3
55797,Red_Main_32,Red_Main_32,3
55798,Green_Main_32,Green_Main_32,3
55799,Blue_Main_32,Blue_Main_32,3
55800,Red_Main_33,Red_Main_33,3
55801,Green_Main_33,Green_Main_33,3
55802,Blue_Main_33,Blue_Main_33,3
55803,Red_Main_34,Red_Main_34,3
55804,Green_Main_34,Green_Main_34,3
55805,Blue_Main_34,Blue_Main_34,3
55806,Red_Main_35,Red_Main_35,3
55807,Green_Main_35,Green_Main_35,3
55808,Blue_Main_35,Blue_Main_35,3
55809,Red_Main_36,Red_Main_36,3
55810,Green_Main_36,Green_Main_36,3
55811,Blue_Main_36,Blue_Main_36,3
55812,Red_Main_37,Red_Main_37,3
55813,Green_Main_37,Green_Main_37,3
55814,Blue_Main_37,Blue_Main_37,3
55815,Red_Main_38,Red_Main_38,3
55816,Green_Main_38,Green_Main_38,3
55817,Blue_Main_38,Blue_Main_38,3
55818,Red_Main_39,Red_Main_39,3
55819,Green_Main_39,Green_Main_39,3
55820,Blue_Main_39,Blue_Main_39,3
55821,Red_Main_40,Red_Main_40,3
55822,Green_Main_40,Green_Main_40,3
55823,Blue_Main_40,Blue_Main_40,3
55824,Red_Main_41,Red_Main_41,3
55825,Green_Main_41,Green_Main_41,3
55826,Blue_Main_41,Blue_Main_41,3
55827,Red_Main_42,Red_Main_42,3
55828,Green_Main_42,Green_Main_42,3
55829,Blue_Main_42,Blue_Main_42,3
55830,Red_Main_43,Red_Main_43,3
55831,Green_Main_43,Green_Main_43,3
55832,Blue_Main_43,Blue_Main_43,3
55833,Red_Main_44,Red_Main_44,3
55834,Green_Main_44,Green_Main_44,3
55835,Blue_Main_44,Blue_Main_44,3
55836,Red_Main_45,Red_Main_45,3
55837,Green_Main_45,Green_Main_45,3
55838,Blue_Main_45,Blue_Main_45,3
55839,Red_Main_46,Red_Main_46,3
55840,Green_Main_46,Green_Main_46,3
55841,Blue_Main_46,Blue_Main_46,3
55842,Red_Main_47,Red_Main_47,3
55843,Green_Main_47,Green_Main_47,3
55844,Blue_Main_47,Blue_Main_47,3
55845,Red_Main_48,Red_Main_48,3
55846,Green_Main_48,Green_Main_48,3
55847,Blue_Main_48,Blue_Main_48,3
55848,Red_Main_49,Red_Main_49,3
55849,Green_Main_49,Green_Main_49,3
55850,Blue_Main_49,Blue_Main_49,3
55901,Pixel_Mask_Mode_2,Pixel_Mask_Mode_2,4
55902,Background_White_2,Background_White_2,3
55903,Foreground_White_2,Foreground_White_2,3
55904,Crossfader_2,Crossfader_2,4
55905,Background_Red_3,Background_Red_3,3
55906,Background_Green_3,Background_Green_3,3
55907,Background_Blue_3,Background_Blue_3,3
55908,Background_White_3,Background_White_3,3
55909,Foreground_Red_3,Foreground_Red_3,3
55910,Foreground_Green_3,Foreground_Green_3,3
55911,Foreground_Blue_3,Foreground_Blue_3,3
55912,Foreground_White_3,Foreground_White_3,3
55913,Background_Red_4,Background_Red_4,3
55914,Background_Green_4,Background_Green_4,3
55915,Background_Blue_4,Background_Blue_4,3
55916,Background_White_4,Background_White_4,3
55917,Foreground_Red_4,Foreground_Red_4,3
55918,Foreground_Green_4,Foreground_Green_4,3
55919,Foreground_Blue_4,Foreground_Blue_4,3
55920,Foreground_White_4,Foreground_White_4,3
55921,Pixel_Mask_Effect_Time_3,Pixel_Mask_Effect_Time_3,4
55922,Pixel_Mask_Mode_3,Pixel_Mask_Mode_3,4
55923,Pixel_Mask_Effect_Time_4,Pixel_Mask_Effect_Time_4,4
55924,Pixel_Mask_Mode_4,Pixel_Mask_Mode_4,4
55925,LED_Engine_Effect_Level,LED_Engine_Effect_Level,5
56235,Image_Select_3,Image_Select_3,4
56236,Image_Control_3,Image_Control_3,4
56237,X_Rotate_3,X_Rotate_3,6
56238,Rotate_Mode_X_3,Rotate_Mode_X_3,5
56548,Color_Wheel_Reset_3,Color_Wheel_Reset_3,7
56853,Effect_Macro_Repeat,Effect_Macro_Repeat,4
56854,Effect_Macro_Direction,Effect_Macro_Direction,4
56855,Effect_Macro_Repeat_2,Effect_Macro_Repeat_2,4
56856,Effect_Macro_Direction_2,Effect_Macro_Direction_2,4
56993,Rotate_Mode,Rotate_Mode,5
57036,Camera_Exposure,Camera_Exposure,5
57246,PWM_Frequency_Adjust,PWM_Frequency_Adjust,7
57577,Beamshaper_Mode_2,Beamshaper_Mode_2,5
57674,Light_Diffusion,Light_Diffusion,5
57675,Medium_Diffusion,Medium_Diffusion,5
57676,Heavy_Diffusion,Heavy_Diffusion,5
57678,Edge_Color_Correction,Edge_Color_Correction,5
57685,Scrim,Scrim,5
57920,Scrim_Index_Rotate,Scrim_Index_Rotate,5
58214,Lamp_Control_3,Lamp_Control_3,7
58537,Strobe_Mode_4,Strobe_Mode_4,5
58851,Gobo_Select_4,Gobo_Select_4,4
58852,Beam_Fx_Select_4,Beam_Fx_Select_4,4
58853,Beam_Fx_Index/Speed_4,Beam_Fx_Index/Speed_4,4
58854,Gobo_Wheel_Mode_4,Gobo_Wheel_Mode_4,4
58855,Beam_Fx_Mode_4,Beam_Fx_Mode_4,4
59174,Effect_Macro_Fade_Time_2,Effect_Macro_Fade_Time_2,4
59175,X_Focus,X_Focus,2
59176,Y_Focus,Y_Focus,2
59177,Z_Focus,Z_Focus,2
59191,Foreground_Color_Mix_Macro_Rate,Foreground_Color_Mix_Macro_Rate,3
59192,Foreground_Color_Mix_Macro_Fade_Time,Foreground_Color_Mix_Macro_Fade_Time,3
59196,Background_Color_Mix_Macro_Rate,Background_Color_Mix_Macro_Rate,3
59197,Background_Color_Mix_Macro_Fade_Time,Background_Color_Mix_Macro_Fade_Time,3
59489,Foreground_Color_Mix_Macro_Rate_2,Foreground_Color_Mix_Macro_Rate_2,3
59490,Dimmer_Curve_Mode,Dimmer_Curve_Mode,5
59544,Color_Chase_Rate,Color_Chase_Rate,3
59784,Blend_2,Blend_2,5
59785,Blend_Type,Blend_Type,5
59786,Blower_Direction,Blower_Direction,5
59826,Red_Main_2,Red_Main_2,3
59827,Green_Main_2,Green_Main_2,3
59828,Blue_Main_2,Blue_Main_2,3
59829,White_Main_2,White_Main_2,3
60137,Color_Chase_Rate_2,Color_Chase_Rate_2,3
60138,Dimmer_Curve_Mode_2,Dimmer_Curve_Mode_2,5
60419,Bubble_Wand_Rate,Bubble_Wand_Rate,5
60726,Global_MSpeed_3,Global_MSpeed_3,5
60727,Global_MSpeed_4,Global_MSpeed_4,5
61058,Color_Mix_Macro_Direction,Color_Mix_Macro_Direction,3
61349,Red_Laser_3,Red_Laser_3,3
61350,Green_Laser_3,Green_Laser_3,3
61413,CTP,CTP,3
61717,Main_Shutter_Strobe_2,Main_Shutter_Strobe_2,5
61852,X_Position_Mode,X_Position_Mode,5
61853,Y_Position_Mode,Y_Position_Mode,5
62002,Bubble_Output,Bubble_Output,5
62196,Macro_Step_Time,Macro_Step_Time,5
62517,Laser_Group,Laser_Group,3
62518,Laser_Pattern,Laser_Pattern,3
62521,Laser_Group_2,Laser_Group_2,3
62522,Laser_Pattern_2,Laser_Pattern_2,3
62541,Foreground_Intensity_2,Foreground_Intensity_2,1
62542,Foreground_Intensity_3,Foreground_Intensity_3,1
62543,Foreground_Color_Mix_3,Foreground_Color_Mix_3,3
62544,Foreground_Shutter_Strobe_3,Foreground_Shutter_Strobe_3,5
62885,Effect_Reset_2,Effect_Reset_2,7
63200,Rotate_Mode_X_4,Rotate_Mode_X_4,5
63201,Rotate_Mode_X_6,Rotate_Mode_X_6,5
63202,X_Rotate_4,X_Rotate_4,6
63203,X_Rotate_6,X_Rotate_6,6
63255,Deep_Red,Deep_Red,3
63570,Tilt_Mode_7,Tilt_Mode_7,2
63571,Tilt_Mode_8,Tilt_Mode_8,2
63572,Tilt_Mode_9,Tilt_Mode_9,2
63573,Tilt_Mode_10,Tilt_Mode_10,2
63574,Tilt_MSpeed_5,Tilt_MSpeed_5,2
63889,Iris_MSpeed_Mode,Iris_MSpeed_Mode,5
63898,Distance,Distance,2
63899,Distance_MSB,Distance_MSB,2
63900,Depth,Depth,2
63901,Depth_MSB,Depth_MSB,2
63902,Elevation,Elevation,2
63903,Elevation_MSB,Elevation_MSB,2
63904,Height_MSB,Height_MSB,2
63905,Coordinate_X,Coordinate_X,2
63906,Coordinate_X_MSB,Coordinate_X_MSB,2
63907,Coordinate_Y,Coordinate_Y,2
63908,Coordinate_Y_MSB,Coordinate_Y_MSB,2
63909,Coordinate_Z,Coordinate_Z,2
63910,Coordinate_Z_MSB,Coordinate_Z_MSB,2
63911,Extra_X,Extra_X,2
63912,Extra_X_MSB,Extra_X_MSB,2
63913,Extra_Y,Extra_Y,2
63914,Extra_Y_MSB,Extra_Y_MSB,2
63915,Extra_Z,Extra_Z,2
63916,Extra_Z_MSB,Extra_Z_MSB,2
63917,Max_X,Max_X,2
63918,Max_X_MSB,Max_X_MSB,2
63919,Min_X,Min_X,2
63920,Min_X_MSB,Min_X_MSB,2
63921,Max_Y,Max_Y,2
63922,Max_Y_MSB,Max_Y_MSB,2
63923,Min_Y,Min_Y,2
63924,Min_Y_MSB,Min_Y_MSB,2
63925,Max_Z,Max_Z,2
63926,Max_Z_MSB,Max_Z_MSB,2
63927,Min_Z,Min_Z,2
63928,Min_Z_MSB,Min_Z_MSB,2
63929,Origin_X,Origin_X,2
63930,Origin_X_MSB,Origin_X_MSB,2
63931,Origin_Y,Origin_Y,2
63932,Origin_Y_MSB,Origin_Y_MSB,2
63933,Origin_Z,Origin_Z,2
63934,Origin_Z_MSB,Origin_Z_MSB,2
63935,Pick_Up_X,Pick_Up_X,2
63936,Pick_Up_X_MSB,Pick_Up_X_MSB,2
63937,Pick_Up_Y,Pick_Up_Y,2
63938,Pick_Up_Y_MSB,Pick_Up_Y_MSB,2
63939,Pick_Up_Z,Pick_Up_Z,2
63940,Pick_Up_Z_MSB,Pick_Up_Z_MSB,2
63941,Size_X,Size_X,2
63942,Size_X_MSB,Size_X_MSB,2
63943,Size_Y,Size_Y,2
63944,Size_Y_MSB,Size_Y_MSB,2
63945,Size_Z,Size_Z,2
63946,Size_Z_MSB,Size_Z_MSB,2
64146,Device_ID,Device_ID,7
64280,Distance_MSB_2,Distance_MSB_2,2
64281,Distance_2,Distance_2,2
64282,Zone_Quantity,Zone_Quantity,2
64283,_Universe,_Universe,7
64284,DMX_Address,DMX_Address,7
64293,Color_Mix_Mode_Sync,Color_Mix_Mode_Sync,3
64619,Crossfader_3,Crossfader_3,4
64933,Background_Intensity_2,Background_Intensity_2,1
64934,Background_Intensity_3,Background_Intensity_3,1
64935,Background_Intensity_4,Background_Intensity_4,1
64936,Background_Intensity_5,Background_Intensity_5,1
64937,Background_Intensity_6,Background_Intensity_6,1
64938,Background_Intensity_7,Background_Intensity_7,1
65000,NDI_Alpha_Enable,NDI_Alpha_Enable,5
65001,Source_Resolution,Source_Resolution,5
65002,Fx4_Para_5,Fx4_Para_5,5
65003,Audio_Device,Audio_Device,5
65004,NDI_Resolution,NDI_Resolution,5
65005,Audio_Sensitivity_3,Audio_Sensitivity_3,7
65006,X_Orientation,X_Orientation,2
65007,Y_Orientation,Y_Orientation,2
65008,Z_Orientation,Z_Orientation,2
65009,X_Rotation_Speed,X_Rotation_Speed,2
65010,Y_Rotation_Speed,Y_Rotation_Speed,2
65011,Z_Rotation_Speed,Z_Rotation_Speed,2
65012,Strobe_Rate,Strobe_Rate,5
65013,Color_Effect_Rate_3,Color_Effect_Rate_3,3
65014,Color_Effect_3,Color_Effect_3,3
65015,Color_Mix_Macro_Fade_Time_3,Color_Mix_Macro_Fade_Time_3,3
65016,LED_Engine_Effect_Rate_2,LED_Engine_Effect_Rate_2,5
65017,Color_Weight,Color_Weight,3
65018,Red_Even,Red_Even,3
65019,Red_Odd,Red_Odd,3
65020,Green_Even,Green_Even,3
65021,Green_Odd,Green_Odd,3
65022,Blue_Even,Blue_Even,3
65023,Blue_Odd,Blue_Odd,3
65024,Red_Fade_In_Step_Size,Red_Fade_In_Step_Size,3
65025,Red_Fade_Out_Step_Size,Red_Fade_Out_Step_Size,3
65026,Green_Fade_In_Step_Size,Green_Fade_In_Step_Size,3
65027,Green_Fade_Out_Step_Size,Green_Fade_Out_Step_Size,3
65028,Blue_Fade_In_Step_Size,Blue_Fade_In_Step_Size,3
65029,Blue_Fade_Out_Step_Size,Blue_Fade_Out_Step_Size,3
65030,Step_Time,Step_Time,3
65031,Step_Duration,Step_Duration,3
65032,Slew_Rate,Slew_Rate,3
65033,Scrub,Scrub,4
65034,Patch_Folder,Patch_Folder,4
65035,_Patch,_Patch,4
65036,Map,Map,4
65037,White_Balance_Reset,White_Balance_Reset,5
65038,White_Balance_Red_Adjust,White_Balance_Red_Adjust,5
65039,White_Balance_Green_Adjust,White_Balance_Green_Adjust,5
65040,Camera_On_Screen_Display,Camera_On_Screen_Display,5
65041,Camera_Record,Camera_Record,5
65042,Laser_Dot_Count,Laser_Dot_Count,3
65043,Laser_Blanking,Laser_Blanking,3
65044,Laser_Mod_A,Laser_Mod_A,3
65045,Laser_Mod_B,Laser_Mod_B,3
65046,Laser_Mod_C,Laser_Mod_C,3
65047,Laser_Mod_D,Laser_Mod_D,3
65048,Laser_Wiggle_Rate,Laser_Wiggle_Rate,3
65049,Snowflake_Size,Snowflake_Size,5
65050,Node_Address,Node_Address,7
65051,Priority,Priority,5
65052,Flash_Delay,Flash_Delay,7
65053,Transmit_Delay,Transmit_Delay,7
65054,Transmit_Power,Transmit_Power,7
65055,Receive_Sensitivity,Receive_Sensitivity,7
65056,Repeats,Repeats,7
65057,Cycle_Time,Cycle_Time,7
65058,Cycle_Duration,Cycle_Duration,7
65059,Effect_Macro_Color_2,Effect_Macro_Color_2,4
65060,Antenna_Mode,Antenna_Mode,7
65061,Button_Mode,Button_Mode,7
65062,Laser_Mod_A_2,Laser_Mod_A_2,3
65063,Laser_Mod_B_2,Laser_Mod_B_2,3
65064,Laser_Mod_C_2,Laser_Mod_C_2,3
65065,Laser_Mod_D_2,Laser_Mod_D_2,3
65066,Laser_Mod_A_3,Laser_Mod_A_3,3
65067,Laser_Mod_B_3,Laser_Mod_B_3,3
65068,Laser_Mod_C_3,Laser_Mod_C_3,3
65069,Laser_Mod_D_3,Laser_Mod_D_3,3
65070,Color_Weight_2,Color_Weight_2,3
65071,Color_Weight_3,Color_Weight_3,3
65072,Color_Weight_4,Color_Weight_4,3
65073,Color_Weight_5,Color_Weight_5,3
65074,Color_Weight_6,Color_Weight_6,3
65075,Color_Weight_7,Color_Weight_7,3
65076,Color_Weight_8,Color_Weight_8,3
65077,Color_Gradient,Color_Gradient,3
65078,Background_Mode,Background_Mode,3
65079,Animation_Wheel_Select_MSpeed,Animation_Wheel_Select_MSpeed,4
65080,Visible_Points_2,Visible_Points_2,7
65081,Camera_Focus_Mode,Camera_Focus_Mode,5
65082,Camera_Iris_Mode,Camera_Iris_Mode,5
65083,Strobe_Duty_Cycle_2,Strobe_Duty_Cycle_2,5
65084,Color&Form_MSpeed,Color&Form_MSpeed,3
65085,Color_Position_2,Color_Position_2,3
65086,Color_Position_3,Color_Position_3,3
65087,Color_Position_4,Color_Position_4,3
65088,Color_Position_5,Color_Position_5,3
65089,Color_Position_6,Color_Position_6,3
65090,Color_Position_7,Color_Position_7,3
65091,Color_Position_8,Color_Position_8,3
65092,Set_Limits,Set_Limits,7
65093,Frame_Macros_2,Frame_Macros_2,6
65094,Set_Limits_2,Set_Limits_2,7
65095,Color_Effect_1_Parameter,Color_Effect_1_Parameter,3
65096,Color_Effect_2_Parameter,Color_Effect_2_Parameter,3
65097,Color_Effect_1_Parameter_2,Color_Effect_1_Parameter_2,3
65098,Color_Effect_1_Parameter_3,Color_Effect_1_Parameter_3,3
65099,Color_Effect_1_Parameter_4,Color_Effect_1_Parameter_4,3
65100,Color_Effect_1_Parameter_5,Color_Effect_1_Parameter_5,3
65101,Color_Effect_1_Parameter_6,Color_Effect_1_Parameter_6,3
65102,Color_Effect_1_Parameter_7,Color_Effect_1_Parameter_7,3
65103,Color_Effect_2_Parameter_2,Color_Effect_2_Parameter_2,3
65104,Color_Effect_2_Parameter_3,Color_Effect_2_Parameter_3,3
65105,Color_Effect_2_Parameter_4,Color_Effect_2_Parameter_4,3
65106,Color_Effect_2_Parameter_5,Color_Effect_2_Parameter_5,3
65107,Color_Effect_2_Parameter_6,Color_Effect_2_Parameter_6,3
65108,Color_Effect_2_Parameter_7,Color_Effect_2_Parameter_7,3
65109,Position_Mode_2,Position_Mode_2,2
65110,Macro_Rate_6,Macro_Rate_6,5
65111,Macro_Rate_7,Macro_Rate_7,5
65112,Macro_Rate_8,Macro_Rate_8,5
65113,Very_Cool_White,Very_Cool_White,3
65114,Frame_2,Frame_2,5
65115,Intensity_Macro_Start,Intensity_Macro_Start,1
65116,Intensity_Macro_Step_Time,Intensity_Macro_Step_Time,1
65117,Intensity_Macro_Parameter,Intensity_Macro_Parameter,1
65118,Zoom_Macro_Rate,Zoom_Macro_Rate,5
65119,Zoom_Macro_Start,Zoom_Macro_Start,5
65120,Zoom_Macro_Step_Time,Zoom_Macro_Step_Time,5
65121,Zoom_Macro_Crossfade_Rate,Zoom_Macro_Crossfade_Rate,5
65122,Zoom_Macro_Parameter,Zoom_Macro_Parameter,5
65123,Intensity_Macro_Rate_2,Intensity_Macro_Rate_2,1
65124,Intensity_Macro_Step_Time_2,Intensity_Macro_Step_Time_2,1
65125,Intensity_Macro_Parameter_2,Intensity_Macro_Parameter_2,1
65126,Intensity_Macro_Start_2,Intensity_Macro_Start_2,1
65127,Intensity_Macro_Rate_3,Intensity_Macro_Rate_3,1
65128,Intensity_Macro_Step_Time_3,Intensity_Macro_Step_Time_3,1
65129,Intensity_Macro_Parameter_3,Intensity_Macro_Parameter_3,1
65130,Intensity_Macro_Start_3,Intensity_Macro_Start_3,1
65131,Zoom_Macros,Zoom_Macros,5
65132,Intensity_Macro_Crossfade_Rate_2,Intensity_Macro_Crossfade_Rate_2,1
65133,Intensity_Macro_Crossfade_Rate_3,Intensity_Macro_Crossfade_Rate_3,1
65134,Zoom_6,Zoom_6,5
65135,Zoom_7,Zoom_7,5
65136,Zoom_8,Zoom_8,5
65137,Zoom_9,Zoom_9,5
65138,Zoom_10,Zoom_10,5
65139,Zoom_11,Zoom_11,5
65140,CIE_X_13,CIE_X_13,3
65141,CIE_Y_13,CIE_Y_13,3
65142,CIE_X_14,CIE_X_14,3
65143,CIE_Y_14,CIE_Y_14,3
65144,CIE_X_15,CIE_X_15,3
65145,CIE_Y_15,CIE_Y_15,3
65146,CIE_X_16,CIE_X_16,3
65147,CIE_Y_16,CIE_Y_16,3
65148,Shutter_Strobe_Red_3,Shutter_Strobe_Red_3,5
65149,Shutter_Strobe_Green_3,Shutter_Strobe_Green_3,5
65150,Shutter_Strobe_Blue_3,Shutter_Strobe_Blue_3,5
65151,Shutter_Strobe_Red_4,Shutter_Strobe_Red_4,5
65152,Shutter_Strobe_Green_4,Shutter_Strobe_Green_4,5
65153,Shutter_Strobe_Blue_4,Shutter_Strobe_Blue_4,5
65154,Effect_Macro_Position_3,Effect_Macro_Position_3,4
65155,Reflector_Disk,Reflector_Disk,5
65156,Far_Red,Far_Red,3
65157,Color_Macro_Rate_2,Color_Macro_Rate_2,3
65158,Fixture_Settings_Reset,Fixture_Settings_Reset,7
65159,Strobe_Rate_2,Strobe_Rate_2,5
65160,Strobe_Rate_3,Strobe_Rate_3,5
65161,Strobe_Rate_4,Strobe_Rate_4,5
65162,Strobe_Rate_5,Strobe_Rate_5,5
65163,Strobe_Rate_6,Strobe_Rate_6,5
65164,Strobe_Rate_7,Strobe_Rate_7,5
65165,Strobe_Rate_8,Strobe_Rate_8,5
65166,Strobe_Rate_9,Strobe_Rate_9,5
65167,Strobe_Rate_10,Strobe_Rate_10,5
65168,Strobe_Rate_11,Strobe_Rate_11,5
65169,Strobe_Rate_12,Strobe_Rate_12,5
65170,Strobe_Rate_13,Strobe_Rate_13,5
65171,Strobe_Rate_14,Strobe_Rate_14,5
65172,Strobe_Rate_15,Strobe_Rate_15,5
65173,Color_Mix_Macro_P1,Color_Mix_Macro_P1,3
65174,Color_Mix_Macro_P2,Color_Mix_Macro_P2,3
65175,Color_Mix_Macro_P3,Color_Mix_Macro_P3,3
65176,Color_Mix_Macro_P4,Color_Mix_Macro_P4,3
65177,Color_Mix_Macro_P5,Color_Mix_Macro_P5,3
65178,Color_Mix_Macro_P6,Color_Mix_Macro_P6,3
65179,Color_Mix_Macro_P7,Color_Mix_Macro_P7,3
65180,Color_Mix_Macro_P8,Color_Mix_Macro_P8,3
65181,Playback_Stop_3,Playback_Stop_3,4
65182,Playback_Stop_4,Playback_Stop_4,4
65183,Playback_Stop_5,Playback_Stop_5,4
65184,Color_Mix_Macro_Start_2,Color_Mix_Macro_Start_2,3
65185,Playback_Stop_6,Playback_Stop_6,4
65186,Playback_Stop_7,Playback_Stop_7,4
65187,Playback_Stop_8,Playback_Stop_8,4
65188,Playback_Stop_9,Playback_Stop_9,4
65189,Y_Rotate_3,Y_Rotate_3,6
65190,Laser_Group_3,Laser_Group_3,3
65191,Laser_Pattern_3,Laser_Pattern_3,3
65192,Rotate_Mode_Y_3,Rotate_Mode_Y_3,5
65193,Rotate_Mode_Z_3,Rotate_Mode_Z_3,5
65194,Tilt_MSpeed_6,Tilt_MSpeed_6,2
65195,Tilt_Mode_11,Tilt_Mode_11,2
65196,Color_Temperature_Adjust_2,Color_Temperature_Adjust_2,3
65197,Cyan_Adjust_2,Cyan_Adjust_2,3
65198,Magenta_Adjust_2,Magenta_Adjust_2,3
65199,Yellow_Adjust_2,Yellow_Adjust_2,3
65200,Pixel_Mask_Effect_Start_2,Pixel_Mask_Effect_Start_2,4
65201,Intensity_MSpeed_5,Intensity_MSpeed_5,1
65202,Effect_Macro_Fade_Time_3,Effect_Macro_Fade_Time_3,4
65203,Color_Weight_9,Color_Weight_9,3
65204,Red_Shift_2,Red_Shift_2,3
65205,Red_Shift_3,Red_Shift_3,3
65206,Pixel_Mask_Index_Rotate_2,Pixel_Mask_Index_Rotate_2,4
65207,Pixel_Mask_Transparency_2,Pixel_Mask_Transparency_2,4
65208,Pixel_Mask_Crossfade_Time_2,Pixel_Mask_Crossfade_Time_2,4
65209,Hue_38,Hue_38,3
65210,Saturation_38,Saturation_38,3
65211,Color_Temperature_38,Color_Temperature_38,3
65212,Attack_5,Attack_5,5
65213,Library_5,Library_5,4
65214,File_5,File_5,4
65215,Macro_Pause_3,Macro_Pause_3,5
65216,Position_3,Position_3,5
65217,Macro_Pause_4,Macro_Pause_4,5
65218,Position_4,Position_4,5
65219,Beam_Fx_Position_3,Beam_Fx_Position_3,4
65220,Global_Pan_2,Global_Pan_2,2
65221,Global_Tilt_2,Global_Tilt_2,2
65222,Amber_Main,Amber_Main,3
65223,Tint_25,Tint_25,3
65224,Color_Crossfade_25,Color_Crossfade_25,3
65225,Tint_26,Tint_26,3
65226,Color_Crossfade_26,Color_Crossfade_26,3
65227,Tint_27,Tint_27,3
65228,Color_Crossfade_27,Color_Crossfade_27,3
65229,Tint_28,Tint_28,3
65230,Color_Crossfade_28,Color_Crossfade_28,3
65231,Tint_29,Tint_29,3
65232,Color_Crossfade_29,Color_Crossfade_29,3
65233,Tint_30,Tint_30,3
65234,Color_Crossfade_30,Color_Crossfade_30,3
65235,Tint_31,Tint_31,3
65236,Color_Crossfade_31,Color_Crossfade_31,3
65237,Tint_32,Tint_32,3
65238,Color_Crossfade_32,Color_Crossfade_32,3
65239,Tint_33,Tint_33,3
65240,Color_Crossfade_33,Color_Crossfade_33,3
65241,Tint_34,Tint_34,3
65242,Color_Crossfade_34,Color_Crossfade_34,3
65243,Tint_35,Tint_35,3
65244,Color_Crossfade_35,Color_Crossfade_35,3
65245,Tint_36,Tint_36,3
65246,Color_Crossfade_36,Color_Crossfade_36,3
65247,Tint_37,Tint_37,3
65248,Color_Crossfade_37,Color_Crossfade_37,3
65249,Tint_38,Tint_38,3
65250,Color_Crossfade_38,Color_Crossfade_38,3
65251,Color_Temperature_39,Color_Temperature_39,3
65252,Tint_39,Tint_39,3
65253,Color_Crossfade_39,Color_Crossfade_39,3
65254,Color_Temperature_40,Color_Temperature_40,3
65255,Tint_40,Tint_40,3
65256,Color_Crossfade_40,Color_Crossfade_40,3
65257,Color_Temperature_41,Color_Temperature_41,3
65258,Tint_41,Tint_41,3
65259,Color_Crossfade_41,Color_Crossfade_41,3
65260,Color_Temperature_42,Color_Temperature_42,3
65261,Tint_42,Tint_42,3
65262,Color_Crossfade_42,Color_Crossfade_42,3
65263,Color_Temperature_43,Color_Temperature_43,3
65264,Tint_43,Tint_43,3
65265,Color_Crossfade_43,Color_Crossfade_43,3
65266,Color_Temperature_44,Color_Temperature_44,3
65267,Tint_44,Tint_44,3
65268,Color_Crossfade_44,Color_Crossfade_44,3
65269,Color_Temperature_45,Color_Temperature_45,3
65270,Tint_45,Tint_45,3
65271,Color_Crossfade_45,Color_Crossfade_45,3
65272,Color_Temperature_46,Color_Temperature_46,3
65273,Tint_46,Tint_46,3
65274,Macros_9,Macros_9,5
65275,Macros_10,Macros_10,5
65276,Inactive_Media_Behavior,Inactive_Media_Behavior,5
65277,Tint_47,Tint_47,3
